Nom,Description,Categories,Genres,Mots-cles
Shady Brook - Une aventure mystérieuse et sombre,"Revivez les jours de jeu classique avec Shady Brook , une aventure de texte mystère sombre inspiré par la série télévisée Twin Peaks dans laquelle les joueurs prennent le rôle de l'auteur Jake Torrent dans sa recherche des secrets tordus d'une petite ville. Gameplay Shady Brook combine les meilleurs éléments de la fiction interactive, des romans visuels et des livres de jeu avec une interface utilisateur graphique qui émule l'apparence des aventures textuelles du début des années 1990. Il présente de belles oeuvres d'art et de la musique cinématographique. Au lieu d'un analyseur de texte est un menu à choix multiples spécifique au contexte. Une boussole vous permet de voyager de chambre en chambre, et un inventaire séparé, carte, journal, et des écrans de caractère sont disponibles en appuyant sur un bouton. Shady Brook joue comme un roman interactif. Vous faites une série de choix qui déterminent ce qui se passe ensuite dans l'histoire. Mais contrairement aux livres de jeu traditionnels et aux aventures de choix, Shady Brook dispose également de mécanismes de jeu d'aventure plus avancés, y compris des emplacements à explorer, des objets à collecter et à utiliser, des personnages à rencontrer et à interagir, et des puzzles à résoudre. L'auteur Jake Torrent, aux côtés de son père aveugle Wayne, s'installe dans la petite ville paisible de Shady Brook. Au début, tout semble idyllique. Son voisin, Tim, est toujours prêt à aider, et la famille Ekan l'invite à dîner. Mais bientôt, Jake apprend que l'occupant précédent de sa maison s'est suicidé, et que des choses mystérieuses commencent à se produire. Quand un autre résident se suicide aussi, Jake commence à soupçonner un mauvais jeu. Cette ville pourrait-elle participer à une conspiration pour cacher un meurtre ? Comme Jake enquête, il obtient plus que ce qu'il a négocié pour: un secret de ville si terrifiant qu'il n'y a pas de retour en arrière... Caractéristiques EXPLOREZ une petite ville de campagne INTERACT avec près de deux douzaines de personnages CHOISIR votre chemin - vos actions modifient le cours de l'histoire PICK UP, COMBINE, et UTILISER une multitude d'articles d'inventaire SOLVEZ une variété de puzzles stimulants et uniques DÉCOUVREZ les secrets terrifiants de la ville dans une histoire vraiment sombre et mature ENJOY plus de 250 pièces d'oeuvre originale et une bande son d'une heure UNLOCK 33 réalisations pour voir une scène bonus spéciale après le jeu PLAY 8+ heures de contenu avec plus de 117 000 mots - l'équivalent texte d'un roman complet!","Single-player,Steam Achievements,Steam Trading Cards,Captions disponibles","Aventure, Casual, Indie,RPG","Aventure,Casual,Inde,RPG,Nudité,Sexual Content,Text-Based,Interactive Fiction,Horror,Point & Click,Exploration,Singleplayer,Mystery,Story Rich"
Adam Déchets,"Dans cette histoire vous serez témoin du mystère du futur lointain étant Adam Waste. Il ne s'agit pas de l'horreur épouvantable ni même de la survie affamée. Il s'agit de vous après des milliers d'années. Se sentirez-vous seul ou serez-vous effrayé ? Tout ce qui compte, c'est ce que tu as aimé hier va t'apporter le plus dur cauchemar ce soir. Ne vous attendez pas à ce qu'il y ait la belle surface mais préparez-vous à plonger dans l'abîme et fluctuer entre les choses que vous allez seulement comprendre à l'avenir, un par un. Caractéristiques Scénario de jeu linéaire Tir à la troisième personne Résolvez les énigmes pour débloquer les obstacles Plongée sous l'eau Ce jeu est toujours non officiel bêta.","Un seul joueur,Steam Achievements","Violent, Gore, Action, Aventure","Action, Aventure, Gore, Violent, Horreur"
sfäre,"Comme tous les meilleurs jouets, il n'y a pas de mauvais moyen de jouer avec sfäre. Ses commandes simples permettent un flot sans fin de nouveaux motifs qui se tissent en douceur dans un affichage relaxant et fascinant. Une série de lignes émane du centre de l'écran. Quatre orbes de cristal s'assoient dans les coins. Chacun contrôle un aspect du modèle. Jouer avec eux révèle que les lignes sont faites de petits points qui peuvent être tordus dans des arrangements nouveaux et complexes. sfäre n'est pas tellement un outil de création que c'est un voyage de découverte, en voyant quelle belle nouvelle image peut apparaître. Les motifs en dehors du centre deviennent charmants, simplement en tapant les boutons de miroir horizontaux ou verticaux. Les visuels entrançants sont soutenus par une bande son de refroidissement, avec différents airs disponibles. Alors que sfäre n'est pas un visualisateur de musique les sons et les motifs s'harmonisent parfaitement. Lorsque le monde réel appelle à nouveau, vous pouvez vous lever rafraîchi de jeu pacifique de sfäre, rendant tout un peu meilleur et plus gérable qu'il l'avait été auparavant.",Joueur unique,"Casual, Indie, Accès précoce","Accès précoce, Relaxing, Touch-Ami, Casual, Solitaire, Psychedelic,Psychological,Experimental, Atmospheric,Party,Abstract,Stylized,Indie,Colorful,Procedureural Generation,Rhythm,Minimaliste,Singleplayer,Sandbox,Exploration"
Mots perdus : Au-delà de la page,"Lost Words est une aventure narrative atmosphérique qui se déroule dans les entrées du journal personnel d'une jeune fille nommée Izzy qui se déroulera alors que vous explorerez une terre imaginaire où les mots détiennent un immense pouvoir. Avec une histoire immersive réalisée par la célèbre auteure de jeux Rhianna Pratchett, Lost Words: Au-delà de la page, les joueurs seront envoûtés par son mélange unique de mécanique de gameplay et d'esthétique aquarelle frappante. Animé par la curiosité du joueur, le monde d'Estoria et la puissance qu'il détient serviront de moteur qui propulsera Izzy à travers cette narration profondément personnelle, donnant lieu à une expérience vraiment mémorable. Naviguez les mondes 2D placés dans un journal de jeune fille en marchant sur les mots et en les utilisant pour résoudre une variété de puzzles. Immersive Storyteling Explorez une narration émouvante et entièrement vocale développée par la célèbre auteure de jeux Rhianna Pratchett alors que vous prenez des décisions qui modifieront le déroulement de l'histoire, rendant chaque jeu unique. Beau style visuel. Découvrez le monde de l'aquarelle présenté dans les pages du journal ainsi que le monde fantaisiste animé d'Estoria. Jeu innovant. Harnais des mots pour modifier l'environnement autour de vous pour créer un passage sûr pour le protagoniste dans un style entièrement unique et rafraîchissant de plate-forme. Exploration significative. Rassembler des lucioles collectibles dispersées sur les terres d'Estoria pour un défi supplémentaire.","Un seul joueur,Steam Achievements,Support de contrôleur complet,Steam Trading Cards, Nuage de vapeur","Action, Aventure, Casual, Indie","Scroller latéral,2D Platformer,Puzzle-Platformer,Word Game,Platformer,Female Protagonist,2D,Story Rich,Cute,Relaxing,Choices Matter,Narration,Action,Famille Friendly,Puzzle,Colorful,Amospheric,Emotional,Adventure,Simpleplayer"
Survivant,"Survivor est un jeu de survie FPS basé sur une vague qui place le joueur comme un seul survivant dans une arène. Les zombies commencent à frayer et le joueur doit survivre à chaque tour pour progresser. Chaque tour du zombie devient plus fort, augmentant dans la santé et la vitesse ainsi que leur nombre global chaque tour. Le joueur est constamment en course sur ses pieds car le temps entre les tours est court, fournissant une courte quantité de temps pour le joueur de récupérer des munitions et prendre un souffleur. Tous les dix tours, le joueur est forcé de lutter contre un zombie patron qui est plus grand et plus intimidant, et dangereusement fort fournissant un défi entre les tours qui nie la répétitivité de tuer les mêmes zombies encore et encore. Une fois le joueur atteint le trentième tour, le jeu se termine et le joueur est vainqueur ! Bonjour à tous ! Je m'appelle Eric et je suis un nouveau développeur indépendant. À l'heure actuelle, je n'ai pratiquement aucune expérience du développement du jeu et je veux simplement qu'un endroit commence. Pour cette raison, j'ai initialement publié ce produit gratuitement pour permettre à n'importe qui de le jouer indépendamment de l'argent. Mon désir avec ce jeu est de créer une petite communauté / fanbase que je voudrais rassembler autour pour mes futurs projets. Le prix changera lorsque le jeu quittera Pre-Alpha, mais le jeu aura changé significativement et beaucoup de nouvelles fonctionnalités auront été mises en œuvre. Cette version est simplement un test pour voir si les gens aiment le jeu et il fonctionne en douceur. Je suis très ouvert aux nouvelles idées et si vous avez des questions sur le jeu (comme les bugs que vous avez rencontrés et les améliorations que vous pensiez) alors je l'apprécierais grandement si vous pouviez soumettre vos questions via mon Twitter ou à mon e-mail de support. Encore une fois, je tiens à vous remercier de jouer à mon jeu et s'il vous plaît n'ayez pas peur de laisser un examen et de mettre en évidence des questions qui ont ruiné ou impacté votre expérience de gameplay.",Joueur unique,"Action, Aventure, Indie","Action,FPS,Action-Adventure,Indie,First-Person,Zombies,Combat,Adventure,Singleplayer,Shooter,Arena Shooter,Classic,Fast-Paded,Runner,Short"
4096,"Déplacez les panneaux de nombre qui apparaissent chaque tour vers le haut, vers le bas, à gauche et à droite. Combinez le même nombre pour obtenir 4096! Si vous ne pouvez pas déplacer le panneau, le jeu est terminé ! Combattez sur le classement pour des scores élevés!","Un seul joueur, Succès d'équipe, Support complet du contrôleur,Steam Leaderboards","Casual, Indie","Programmation,Sokoban,Casual,Experimental,2D,Puzzle,Score Attack,Singleplayer,Indie"
Tunnels de Despair,"Tunnels of Despair est un jeu atmosphérique avec des éléments d'horreur et de survie, dans lequel vous devez explorer les tunnels d'un système de métro abandonné, trouver une sortie et échapper au souterrain. On vous a envoyé vérifier un tunnel souterrain abandonné depuis longtemps, ce qui semblait être une tâche standard. Malheureusement, pendant l'inspection, les anciennes arches du tunnel ont cédé et s'est effondré. Par miracle, vous avez réussi à vous cacher dans une petite pièce latérale et éviter d'être écrasé à mort. Le chemin du retour est bloqué ; toutes vos affaires sont de l'autre côté de la chute. J'espère que vous trouverez un moyen de sortir derrière la seule porte que vous voyez... Principales caractéristiques : L'atmosphère souterraine abandonnée Plusieurs scénarios de jeu Routes ennemies aléatoires Éléments de survie (nourriture, boissons, combat rapproché)","Single-player,Steam Achievements,Steam Trading Cards,Support du contrôleur partiel","Action, Aventure, Indie","Aventure,Action,Indie,Horror,Survival Horror,Survival,First-Person, Atmospheric,Zombies,Walking Simulator,3D,Stealth,Singleplayer,Hidden Object,Real-Time,Controller,Dark,Underground,Trains,Post-apocalyptic"
Guerre des séraphins,"Ce jeu dépeint le monde post-apocalyptique engendré par une guerre entre l'humanité. Les seuls restes sont des machines de masse fabriquées pendant la guerre qui ont été conçues pour se battre. Vous êtes l'un des seuls survivants censés sortir les robots restants dans le monde, le seul problème est que pour chaque ennemi que vous tuez, deux autres répondent et renforcent leur armée. Jusqu'où peux-tu aller ? Jeu... Vous devrez faire face à une seule vague croissante de robots et vous devrez suivre le rythme d'une course aux armements de simples nombres contre (vous) la stratégie et la compétence que vous vous mettez à niveau en utilisant la ferraille que vous récupérez des robots environnants que vous avez tué. Vous devrez vous assurer que vos mises à niveau sont équilibrées et bien placées de telle sorte que vous pouvez bien débarquer les gardes des ennemis.",Joueur unique,"Action, Accès précoce","Action, accès rapide, violence"
Rainbow Pixel - Couleur par nombre,"Rainbow Pixel est un jeu de puzzle passionnant et une merveilleuse occasion de se reposer et de se détendre après une journée difficile. Couleur dans les images par les nombres et créer votre propre galerie d'images colorées. Résolvez les mystères et aimez jouer. Maintenant, vous pouvez vous sentir à la maison n'importe où pendant que vous jouez votre jeu de puzzle préféré! Sauvez vos progrès à tout moment! Des contrôles simples et de nombreux conseils et outils rendent le jeu plus amusant à jouer. Le jeu est idéal pour les nouveaux venus et les vrais professionnels qui abusent du puzzle. Les rayons lumineux du soleil vous attendent, avec de belles vues, des animaux mignons, toutes sortes de gâteries et bien plus encore! Rainbow Pixel est un jeu et une source d'inspiration, plein de puzzles colorés et savoureux pour réchauffer votre cœur. Ici vous pouvez trouver l'inspiration et créer des images uniques que vous allez chérir! - 120 puzzles de haute qualité - gameplay astucieusement conçu: changer la couleur de fond, tourner annuler et grossir - la capacité de sauver et de revenir à un puzzle à tout moment - musique de fond relaxante et agréable C'est une affaire !",Joueur unique,Casuel,Casuel
Futurejam,"Nous aimons VR et c'est pourquoi nous offrons ce jeu gratuitement! Ce jeu n'est plus pris en charge, mais si vous aimez ce jeu, s'il vous plaît nous soutenir et de vérifier notre nouveau et amélioré Ninja Rhythm jeu qui prend en charge la musique personnalisée: / Futurejam: An Electronic Music Rhythm Jeu de l'année 2049 Caractéristiques: Jouer l'instrument virtuel unique 'HexaSynth' que vous sonnerez et sentirez que vous jouez vraiment la musique. Un 5-pad et un 9-note marimba clavier qui va vraiment tester à quelle vitesse vous pouvez flirter ces batteurs. Vous allez l'entendre. Chaque piste est divisée en différentes couches, manque un rythme et cette piste est coupée du mélange. Atteindre, ramasser ces bâtons et commencer à jouer! Traces autorisées d'artistes de la vraie maison et de la transe, que nous prévoyons continuer à développer pendant le développement. Jouez bien une piste et vous serez récompensé stars pour débloquer la prochaine série de pistes. Plus de difficulté signifie plus de tampons et de clés à gérer et plus de notes à frapper. * Classement S - 1 étoile * Classement B,A - 1 étoile * Classement D,C - 1 étoile Les classements global et local par piste vous permettent de rivaliser avec les joueurs de vapeur du monde entier ou avec vos amis dans votre salon. Plus votre stries est grande, plus votre timing est précis, plus votre score est élevé. Utilisez l'examen des statistiques post-jeu pour déterminer où vous pouvez monter votre jeu. Frapper ces notes trop tôt et manquer nos points de valeur ? * Streak - coups de note consécutifs. Il manque une note et votre stries se remet à zéro. * Exactitude - combien de notes au total vous avez réussi à frapper * Timing - la précision de votre frappe était à la note. Perfect=3 points, Good=2, Boo=1. * Spam - juste frapper les pads en espérant que vous allez frapper des notes? Points bonus si vous êtes gentil et propre avec vos coups. Une fête ? Tout le monde peut regarder toute l'action de la caméra du spectateur virtuel survolant la scène, tout comme une vidéo de musique. Basculez avec la barre d'espace si personne ne regarde - cela améliorera les performances. Chaque niveau a son propre mélange de lumières et d'effets spéciaux qui réagissent à la façon dont vous jouez. Jouez bien et tous les strobes et lasers seront mis à 11! Merde et la foule va commencer à hurler quand les strobes cessent de clignoter. Certains Accolades aléatoires 'Futurejam est la combinaison parfaite de EDM, VR et cyberpunk.' - Chris T., directeur général, Unity3D 'Remember DDR? C'est la prochaine génération ! Donner aux joueurs l'expérience virtuelle d'être sur scène.» - Johnny B. Goode, Pyro Top 100 DJ","Un seul joueur,Steam Cloud,Steam Leaderboards","Casual, Indie, Accès précoce","Indie, Casual, Accès rapide,VR,VR seulement"
Numéro,"Présentation de la nuit (Noch)... Les 3 premières heures d'aventure mystérieuse dans le monde décédé. On va faire des mises à jour chapitre par chapitre. Maintenant, vous pouvez jouer Chapitre, Chapitre 1, Première partie du Chapitre 2. Et voici une chronologie Commençons ! Imaginez... Bonne nuit. Vous êtes dans une voiture, perdu dans une forêt sans fin sur une autoroute. Tu essaieras peut-être désespérément de t'échapper... Essayez de ne pas perdre espoir. Tu étais pressé d'aller quelque part. Mais est-ce important maintenant ? Après tout, Lisa a déjà détruit le monde et notre réalité est devenue instable, comme un rêve. Tout autour, ou peut-être seulement autour de vous, était une brume bleu-noir étincelante sans fin. La pire chose se produit - un animal ayant peur de mourir en sautant sur la route de la forêt. Crash. Vous êtes en vie. Vous devez sortir de la voiture cassée et faire face à ce que la réalité changeante a préparé pour vous. Bienvenue dans le pire ! Et rappelez-vous, attendre l'aube est inutile, mais la mort n'apportera pas le salut... Pouvez - vous survivre si la nature des choses est détruite? Et que ferez-vous si vous rencontrez celui qui est difficile à retenir et impossible à oublier? Celui qui est responsable de la nuit sans fin et de l'obscurité ? Votre aventure commence ! Un monde profondément conçu dans une apocalypse surréaliste de voitures abandonnées, de dangers et de secrets pour les chercheurs de vérité les plus sophistiqués Une aventure d'histoire mise en scène remplie de personnages colorés, combinant l'action et des éléments de puzzle ! Défiez les adversaires et les patrons les plus dangereux du monde de Noch ! Mais soyez prudent - planifier et utiliser tous les avantages tactiques! Appelez un ami ! Mode coopératif à part entière pour jusqu'à 2 joueurs - combattre et résoudre des secrets ensemble ou distribuer des rôles selon les préférences du jeu et aller jusqu'à Noch main dans la main avec un compagnon fidèle. Un système unique pour interagir avec les objets de jeu - explorer la riche gamme d'objets de jeu et apprendre à résoudre des énigmes Découvrez les secrets de l'autre monde avec des capacités spéciales et des mini-jeux. La force est aussi la réponse; utilisez les armes et la force physique brute pour surmonter les obstacles! Fair Games Studio Nous sommes un studio indépendant de développement de jeux. Achetez nos jeux et abonnez-vous, renforcez la créativité indépendante! Nos autres projets Horreur LOCO PARENTIS Startup Valley Adventure - Episode 1 P R O T O C O L","Un seul joueur,Multi-joueur,Co-op,Co-op en ligne","Action,Adventure,Indie,Massivement multijoueur,Accès rapide","Accès précoce,Exploration, Post-apocalyptique, Horreur Survival, Atmosphérique,Story Riche,Gothic,Adventure,Action,First-Person,3D,Puzzle,Survival,Sandbox,Dark,Demons,Offroad,Investigation,Thriller,Horror"
Bien joué !,"Way to Go! est un jeu avec des règles simples et des énigmes étonnamment difficiles. Le Temple de la Paix est dans le désordre : quelqu'un a volé les pierres précieuses de l'arbre qui porte des bijoux pour tous les peuples du monde. Aidez vos trois petits héros Rob, Egg et Liz à retrouver les pierres précieuses ! Il suffit d'utiliser la souris pour glisser les commandes sur les carreaux et guider vos héros à la sortie. Vous pouvez rembobiner à tout moment pour corriger les erreurs. Way to Go! a plus de 400 niveaux, garantissant des heures de plaisir. Une histoire qui réchauffe le cœur racontée en plus de 20 cutscenes 406 niveaux Des graphismes d'amour Quatre modes de jeu Commandes intuitives Remonter la fonction Trophées pour les niveaux complétés Faibles besoins en matériel",Joueur unique,Indie,"Indie,Puzzle,Casual"
Le jeu de l'architecte,"Le jeu d'architecte est un jeu de 1* à 10 joueurs en ligne première personne où chaque joueur doit résoudre une série d'énigmes ou de mini-jeux afin de dévoiler le code nécessaire à la sortie. L'épice du jeu dépend du mode que vous choisissez, à partir de maintenant, cinq sont disponibles. *Le nombre minimal de joueurs dépend du mode de jeu, G.L.I.T.C.H. et la nouvelle salle d'évasion peut être tentée solo, Stalker peut être essayé avec deux joueurs mais plus sont souhaitables. En mode insidieux, un ou deux joueurs seront sélectionnés comme insidieux et doivent perturber les efforts du reste des joueurs avec l'aide d'équipements spéciaux qu'ils reçoivent dans leur salle secrète. Des armes mineures sont dispersées pour que tout le monde puisse les ramasser. À qui faire confiance, c'est à vous de décider. Dans Victim Hunt, chaque joueur reçoit une cible qu'il doit désactiver sans que le reste des joueurs se rendent compte. Désactiver votre objectif déclenchera un état de vulnérabilité que vous devez cacher pendant 60 secondes. Surveille ton dos. Un joueur sera sélectionné comme harceleur, qui ne peut pas voir le reste des joueurs et doit les désactiver en entendant leurs voix et leurs pas. Mode particulièrement efficace avec la solution Steam Audio. G.L.I.T.C.H. est une entité effrayante contrôlée par l'IA qui patrouillera la carte en essayant d'empêcher les joueurs de résoudre leur code tout en devenant de plus en plus rapide et en augmentant son rayon de dommages. Mode implémenté pour Halloween 2021 avec une version nocturne de The Ellipse. La première salle Escape est maintenant disponible pour être apprécié en solo et en coopération! Les joueurs ont 30 minutes pour deviner les données nécessaires à la sortie via la collecte d'éléments et la résolution des énigmes à l'intérieur de la pièce. Tic, Tic. Parlotez, trahissez ou défendez-vous dans le premier emplacement du jeu: The Ellipse . Une pièce d'architecture originale introvertie pour s'échapper tout en essayant de résoudre les 24 énigmes et mini-jeux différents qu'il propose. Deliasi Platform est maintenant disponible dès le 20 octobre ! Qui construireait une habitation au milieu de l'océan ? Vous devrez le découvrir. Système de score Chaque jeu terminé va attribuer des points, vous pouvez utiliser ces points dans le hall pour acquérir des mutagènes, des poses ou des addons cosmétiques. Mutagènes Mutagènes modifier modérément la façon dont le jeu est joué. Acquérir à la boutique et laisser l'hôte les activer pour différents effets: géniteurs, dispositifs de fumée, jammers, déguisements, etc. Spatialisation Voice Chat TAG utilise Steam Audio spatializer pour plusieurs sons et son système de conversation vocale. La voix est physiquement occultée et atténuée à l'exécution, ce qui signifie que vous pouvez écouter une conversation derrière une porte, mais personne ne vous entendra crier derrière un mur en béton. Si vous ne voulez pas utiliser la voix, il y a aussi un chat texte de proximité implémenté. Les amis de la communauté ne sont pas inclus, mais je veux façonner lentement une communauté de joueurs et de créateurs de contenu intéressés par le jeu. Si vous êtes un créateur de contenu et que vous souhaitez être inclus dans le forum communautaire du lobby, n'hésitez pas à suivre les instructions dans le canal #communityadd à l'intérieur du Discord du jeu. Utilisez des forums ou rejoignez le tout nouveau Discord pour suggérer de nouveaux modes ou mutagènes, signaler des problèmes ou vérifier les progrès sur la scène suivante: Plateforme Deliasi .","Un seul joueur,Multi-joueur,PvP,PvP en ligne,Co-op,Co-op en ligne,Steam Réalisations","Casual, Indie, Accès précoce","Déduction sociale,Casual,Co-op,First-Person,Multijoueur,Simplejoueur,Puzzle,PvP,Stealth,3D,Team-Based,Sci-fi,Robots,Early Access,Indie,PvE,Survival,Psychological,Online Co-Op,Investigation"
Ymir,"Ymir est un jeu de stratégie multijoueur 4X combiné avec un constructeur de ville où chaque joueur développe une civilisation de Pigmen à partir de l'âge de pierre. Le jeu est divisé en 2 interfaces principales : une vue plan du monde et une vue régionale. Chaque tuile mondiale correspond à une zone isométrique unique générée selon la procédure, qui peut être explorée, installée et construite par les joueurs. Dans chaque joueur peut trouver des ressources aléatoires telles que les minerais, les animaux ou les plantes selon le climat, le relief et la végétation de la région. Caractéristiques Porcs avec des vêtements. Multijoueur sur des serveurs locaux ou persistants. Simulateur socio-économique complexe pour une expérience stimulante en matière de construction urbaine. L'évolution technologique avec des centaines de technologies, de l'âge de pierre à l'âge post-fer. Des mondes entièrement procéduraux où chaque région est aléatoire et unique. 7 biomes, chacun avec ses propres ressources spécifiques pour encourager le commerce des joueurs. Outils diplomatiques et économiques avancés pour la mise en place de traités (droit de passage, impôts, paiements, accords commerciaux...) et itinéraires commerciaux entre acteurs. Des batailles en temps réel. Sera libre de tout salaire à gagner . Économie Aucun contrôle direct sur la population et l'économie: Ils se reproduisent, vieillissent, travaillent et achètent les choses selon la simulation. Population divisée en classes sociales avec revenus spécifiques, pouvoir d'achat et revenus. Prix dynamiques des ressources basés sur l'offre et la demande, la rareté et les coûts de production. Même les ressources consommées par les acteurs sont prises en compte: les matériaux des bâtiments doivent être travaillés aux prix du marché, générer des revenus pour les producteurs et affecter l'économie. Un simulateur au lieu d'un ensemble de règles de jeu indépendantes : toutes les variables et actions s'influencent de manière parfois imprévisible qui rend les choses frustrantement difficiles. Produire trop de quelque chose peut être aussi dommageable que pas assez rendant la logique du jeu tout à fait différent des jeux de gestion classiques. ( ex: au lieu d'avoir des effets positifs, distribuer une nouvelle ressource peut en fait déstabiliser votre économie si vous n'êtes pas prudent ) Les batailles militaires en temps réel ne sont pas instantanées et ont lieu dans vos villes. Construisez et personnalisez vos fortifications avec des murs, des ponts, des portes, des escaliers, des tours et des remparts. Avec les outils de terrain, modifier les hauteurs de terrain pour profiter au maximum des défenses naturelles comme les falaises et les sommets de colline. L'eau force les troupes à embarquer et à traverser avec des radeaux lents et vulnérables : creusez des canaux autour de vos forts, sécurisez vos ponts ou construisez une citadelle sur une île-rivière avec des ponts fortifiés. Un outil stratégique permet aux joueurs de concevoir leur stratégie de défense locale dans chacune de leurs villes en cas d'attaque : créer des zones défensives, établir des positions de déploiement initiales des troupes et établir leur comportement au combat. Les batailles ne sont pas instantanées et les belligérants peuvent envoyer des renforts pendant qu'une bataille est encore en cours. Les batailles peuvent inclure des « équipes » illimitées en même temps, chacune se battant selon ses allégeances. Les troupes de combat au cours d'une bataille sont toutes contrôlées par AI (de sorte que les batailles peuvent se dérouler indépendamment de la présence du joueur). Des dizaines de types d'unités, y compris des chameaux montés, des éléphants et des mammouths blindés. Modes de jeu principaux Mode temps réel : un mode « classique » à jouer seul ou avec quelques amis, destiné à être joué avec la présence permanente de tous les joueurs et à être arrêté/continu sur plusieurs sessions de jeu. Mode persistant : un mode plus « MMO » où le serveur de jeu doit être laissé 24/7 en tout temps, même lorsque les joueurs sont hors ligne et où les actions prennent beaucoup plus de temps que dans le mode temps réel. Moyen d'être joué avec le nombre maximum de joueurs sur une base quotidienne, avec des jeux de plusieurs semaines. IMPORTANT Ce jeu est un projet d'un seul homme: le développement est lent. Ce jeu est susceptible de rester à jamais un travail expérimental en cours et de ne jamais atteindre la qualité, la stabilité et l'optimisation d'un produit fini: l'acheter seulement si vous pensez que cela en vaut la peine MAINTENANT, et non basé sur les attentes futures. Jouer en solo est possible, mais le principal objectif de ce jeu est multijoueur. Le jeu est disponible dans plus de langues que l'anglais, mais la localisation est faite par la communauté et pourrait être partielle et incomplète.","Un seul joueur, multijoueur, PvP, PvP en ligne","Indie,Simulation,Stratégie,Accès rapide","City Builder,Colony Sim,Stratégie,Multijoueur,Simulation,Economie,4X,Indie,Bâtiment,Accès précoce,Grande stratégie,Histoire alternative,Historique,Gestion,Multijoueur Massif"
RetroWar : Bataille de 8 bits,"RetroWar est une collection de jeux d'arcade de style rétro 8 bits. Actuellement, nous nous concentrons sur les jeux multijoueurs à écran unique que vous jouez avec vos amis localement (c.-à-d. assis sur le canapé ensemble.) La plupart des jeux n'ont pas de mode de lecteur unique (Si vous voulez le mode de lecteur unique, votez pour cela dans les forums!) Jeux Navires spatiaux - poussée vectorielle dans la tradition de SpaceWar / Astéroïdes / Subspace. Droids - tireur de bâton jumeau rapide. Tanks - jeu de tir tactique . Bomb Bots - déposez des bombes pour faire exploser vos adversaires, mais ne vous laissez pas prendre dans l'explosion. Ghost Jumpers - course de plate-forme pour être la première en sautant sur les ennemis effrayants. SnakeEaters - le jeu de serpent classique. Balloonacy - boutons de masse pour remplir votre ballon. Notre moteur de jeu UniBlaster est conçu avec les spécifications d'une console 'fantasy' des années 1980, comme une NES, mais avec des normes modernes pour le framerate, le rapport d'aspect et l'entrée du contrôleur. Il est facilement extensible, de sorte que vous pouvez moduler des jeux, écraser différents jeux, ou même créer les vôtres. Caractéristiques Authentique : jeu à basse résolution de l'ancienne école - aucun mélange de pixels de taille différente ici. Commandes : contrôleurs modernes / clavier / souris, mais toujours entièrement jouables avec un contrôleur de style NES ou SNES. Musique : authentiques mods de soundtracker et chiptunes 8 bits. Modable : modifier la musique, les graphiques, les règles ou écrire vos propres jeux. 16 joueurs locaux Plans d'accès rapide Nous voulons des commentaires de votre part sur ce que vous aimeriez jouer. Aucune de ces fonctionnalités n'est garantie, mais nous prévoyons travailler sur les fonctionnalités que vous supportez. Steam Workshop (téléchargez les jeux et mods réalisés par les fans). Multijoueur en ligne. Prise en charge Linux et Mac. JumpJet Troopers - courir et jeu de pistolet. Jeu d'artillerie. Mod Football pour Droids.","Multi-joueur,PvP,Écran partagé/split PvP, écran partagé/split, prise en charge complète du contrôleur, Lecture à distance ensemble","Action, Indie, Accès précoce","Action, Indie, Accès précoce"
